Churn,Contract,customerID,Dependents,DeviceProtection,gender,InternetService,MultipleLines,Sum of MonthlyCharges,Sum of numAdminTickets,Sum of numTechTickets,OnlineBackup,OnlineSecurity,PaperlessBilling,Partner,PaymentMethod,PhoneService,SeniorCitizen,StreamingTV,StreamingMovies,TechSupport,Sum of tenure,Sum of TotalCharges
No,Month-to-month,2452-SNHFZ,No,No,Female,Fiber optic,No,75.45,0,0,No,Yes,No,No,Credit card (automatic),Yes,No,No,No,No,47,3545.1
No,Month-to-month,2455-USLMV,No,Yes,Female,Fiber optic,Yes,84.75,0,0,No,Yes,Yes,No,Credit card (automatic),Yes,No,No,No,No,31,2613.4
No,Month-to-month,2458-EOMRE,No,Yes,Female,DSL,No,64.05,0,0,No,Yes,No,No,Bank transfer (automatic),Yes,No,No,Yes,No,11,733.95
No,Month-to-month,2460-NGXBJ,Yes,No,Male,Fiber optic,Yes,75.2,0,0,No,No,Yes,Yes,Credit card (automatic),Yes,Yes,No,No,No,11,775.3
No,Month-to-month,2465-BLLEU,No,No internet service,Male,No,No,19.75,0,0,No internet service,No internet service,Yes,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,1,19.75
No,Month-to-month,2466-NEJOJ,Yes,No internet service,Male,No,No,19.65,2,0,No internet service,No internet service,No,Yes,Credit card (automatic),Yes,No,No internet service,No internet service,No internet service,8,169.75
No,Month-to-month,2468-SJFLM,No,No,Male,Fiber optic,No,74.3,0,0,No,No,Yes,No,Mailed check,Yes,No,No,No,Yes,1,74.3
No,Month-to-month,2474-LCNUE,No,No,Female,DSL,Yes,73.65,0,0,No,No,Yes,Yes,Credit card (automatic),Yes,No,Yes,Yes,Yes,23,1642.75
No,Month-to-month,2475-MROZF,No,Yes,Male,Fiber optic,Yes,95,4,0,Yes,Yes,Yes,No,Credit card (automatic),Yes,No,No,No,Yes,30,2852.4
No,Month-to-month,2476-YGEFM,No,No,Female,Fiber optic,Yes,76,0,0,No,No,Yes,No,Credit card (automatic),Yes,No,No,No,No,29,2215.25
No,Month-to-month,2478-EEWWM,No,No,Male,DSL,No phone service,44.3,0,2,No,No,Yes,Yes,Electronic check,No,No,Yes,Yes,No,59,2666.75
No,Month-to-month,2480-JZOSN,No,No internet service,Female,No,No,20.65,3,0,No internet service,No internet service,Yes,Yes,Mailed check,Yes,No,No internet service,No internet service,No internet service,1,20.65
No,Month-to-month,2480-SQIOB,Yes,No,Male,DSL,No,44.8,0,0,No,No,No,Yes,Electronic check,Yes,No,No,No,No,4,169.65
No,Month-to-month,2495-KZNFB,No,No,Female,Fiber optic,Yes,90.65,0,0,No,Yes,Yes,No,Electronic check,Yes,No,No,Yes,No,33,2989.6
No,Month-to-month,2501-XWWTZ,No,No,Male,Fiber optic,No,70.2,1,0,No,No,No,No,Electronic check,Yes,No,No,No,No,11,760.05
No,Month-to-month,2504-DSHIH,No,No,Male,Fiber optic,Yes,86.8,4,0,No,No,No,Yes,Electronic check,Yes,Yes,No,Yes,No,23,1975.85
No,Month-to-month,2507-QZPQS,No,No,Male,Fiber optic,Yes,95.7,4,0,Yes,No,No,No,Electronic check,Yes,No,No,Yes,Yes,15,1451.1
No,Month-to-month,2519-ERQOJ,No,Yes,Male,DSL,No phone service,54.6,0,0,No,No,Yes,No,Electronic check,No,Yes,Yes,Yes,Yes,33,1803.7
No,Month-to-month,2522-AHJXR,No,Yes,Male,Fiber optic,Yes,109.45,0,0,No,Yes,Yes,Yes,Bank transfer (automatic),Yes,No,Yes,Yes,Yes,60,6572.85
No,Month-to-month,2523-EWWZL,No,No,Female,Fiber optic,No,76.1,0,0,Yes,No,Yes,Yes,Electronic check,Yes,No,No,No,No,27,2093.4
No,Month-to-month,2533-TIBIX,Yes,No,Male,DSL,No phone service,30.2,0,0,No,Yes,Yes,Yes,Bank transfer (automatic),No,No,No,No,No,15,469.65
No,Month-to-month,2538-OIMXF,Yes,No,Female,DSL,No phone service,24.7,0,0,No,No,No,No,Mailed check,No,No,No,No,No,1,24.7
No,Month-to-month,2542-HYGIQ,No,No internet service,Female,No,No,19.95,0,0,No internet service,No internet service,No,No,Credit card (automatic),Yes,No,No internet service,No internet service,No internet service,1,19.95
No,Month-to-month,2545-EBUPK,No,No,Female,Fiber optic,Yes,84.05,0,0,No,No,Yes,No,Electronic check,Yes,Yes,No,Yes,No,2,186.05
No,Month-to-month,2573-GYRUU,No,Yes,Male,Fiber optic,Yes,91.05,0,0,No,No,Yes,Yes,Credit card (automatic),Yes,Yes,No,Yes,No,48,4370.75
No,Month-to-month,2576-HXMPA,No,No internet service,Female,No,No,19.55,0,0,No internet service,No internet service,No,No,Credit card (automatic),Yes,No,No internet service,No internet service,No internet service,1,19.55
No,Month-to-month,2582-FFFZR,No,Yes,Female,DSL,No phone service,50.6,0,0,No,No,Yes,No,Electronic check,No,No,Yes,Yes,No,22,1073.3
No,Month-to-month,2585-KTFRE,Yes,No,Male,DSL,No,70.45,0,0,Yes,Yes,Yes,No,Bank transfer (automatic),Yes,No,No,Yes,Yes,1,70.45
No,Month-to-month,2586-CWXVV,No,No,Male,DSL,No phone service,30.4,0,0,Yes,No,No,Yes,Electronic check,No,No,No,No,No,54,1621.35
No,Month-to-month,2587-EKXTS,No,Yes,Male,Fiber optic,Yes,111.5,5,0,Yes,Yes,Yes,No,Electronic check,Yes,No,Yes,Yes,No,44,4915.15
No,Month-to-month,2592-YKDIF,No,No internet service,Female,No,No,20.35,0,0,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,1,20.35
No,Month-to-month,2603-HVKCG,No,Yes,Male,Fiber optic,No,101.4,0,0,Yes,No,Yes,No,Electronic check,Yes,No,Yes,Yes,No,31,3143.65
No,Month-to-month,2604-IJPDU,No,No,Female,Fiber optic,No,96.55,0,0,Yes,Yes,Yes,Yes,Electronic check,Yes,No,Yes,No,Yes,20,1901.65
No,Month-to-month,2604-XVDAM,No,No,Female,DSL,No,43.8,0,0,No,No,No,No,Bank transfer (automatic),Yes,No,No,No,No,12,540.95
No,Month-to-month,2607-FBDFF,No,No,Male,DSL,No,49,0,0,No,No,No,No,Credit card (automatic),Yes,No,No,No,Yes,1,49
No,Month-to-month,2615-YVMYX,No,Yes,Male,Fiber optic,Yes,107.5,0,0,Yes,Yes,Yes,Yes,Electronic check,Yes,Yes,Yes,Yes,No,71,7713.55
No,Month-to-month,2616-UUTFK,No,Yes,Male,DSL,Yes,72.75,0,0,Yes,Yes,Yes,Yes,Bank transfer (automatic),Yes,No,Yes,No,No,33,2447.45
No,Month-to-month,2621-UDNLU,No,No internet service,Female,No,No,20.85,0,0,No internet service,No internet service,No,Yes,Mailed check,Yes,No,No internet service,No internet service,No internet service,3,72
No,Month-to-month,2625-TRCZQ,No,No,Female,DSL,No phone service,49.65,0,0,Yes,No,Yes,Yes,Electronic check,No,No,Yes,Yes,No,51,2553.35
No,Month-to-month,2637-FKFSY,No,No,Female,DSL,No,46.1,0,0,No,No,Yes,Yes,Mailed check,Yes,No,No,No,No,3,130.15
No,Month-to-month,2640-LYMOV,No,No internet service,Male,No,No,19.65,0,0,No internet service,No internet service,Yes,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,2,38.8
No,Month-to-month,2654-VBVPB,No,No internet service,Female,No,No,19.9,0,0,No internet service,No internet service,No,No,Bank transfer (automatic),Yes,No,No internet service,No internet service,No internet service,1,19.9
No,Month-to-month,2657-VPXTA,Yes,No,Female,Fiber optic,No,88.85,0,0,No,No,Yes,Yes,Electronic check,Yes,No,Yes,Yes,No,10,929.45
No,Month-to-month,2665-NPTGL,No,Yes,Female,Fiber optic,Yes,98.1,0,0,No,No,Yes,Yes,Bank transfer (automatic),Yes,Yes,Yes,Yes,No,26,2510.7
No,Month-to-month,2668-TZSPS,No,No internet service,Male,No,No,20.45,0,0,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,1,20.45
No,Month-to-month,2669-OIDSD,No,Yes,Female,Fiber optic,No,100.05,0,0,No,No,Yes,Yes,Credit card (automatic),Yes,No,Yes,Yes,Yes,48,4834
No,Month-to-month,2669-QVCRG,No,No,Female,Fiber optic,Yes,81.3,0,0,No,Yes,Yes,No,Credit card (automatic),Yes,No,No,No,No,41,3190.65
No,Month-to-month,2672-OJQZP,No,No,Female,DSL,No,44.75,0,0,No,No,No,No,Mailed check,Yes,No,No,No,No,1,44.75
No,Month-to-month,2672-TGEFF,Yes,No,Female,Fiber optic,Yes,88.8,0,0,Yes,No,Yes,Yes,Electronic check,Yes,No,Yes,No,No,37,3340.55
No,Month-to-month,2674-MIAHT,No,No,Female,Fiber optic,Yes,80.3,0,0,Yes,No,Yes,No,Mailed check,Yes,No,No,No,No,4,324.2
No,Month-to-month,2674-MLXMN,No,No,Female,Fiber optic,Yes,99.65,0,6,Yes,No,Yes,No,Credit card (automatic),Yes,Yes,Yes,Yes,No,71,6951.15
No,Month-to-month,2675-DHUTR,No,No,Male,Fiber optic,Yes,98.9,0,0,Yes,No,Yes,Yes,Electronic check,Yes,Yes,Yes,Yes,No,58,5780.7
No,Month-to-month,2675-OTVVJ,No,No,Male,Fiber optic,Yes,89.45,0,0,No,Yes,No,Yes,Electronic check,Yes,Yes,Yes,No,No,31,2807.65
No,Month-to-month,2676-ISHSF,No,No internet service,Male,No,No,20.3,0,0,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,1,20.3
No,Month-to-month,2676-OXPPQ,No,No,Male,DSL,No,55.7,0,0,Yes,Yes,Yes,No,Bank transfer (automatic),Yes,No,No,No,No,6,335.65
No,Month-to-month,2683-JXWQQ,Yes,Yes,Male,DSL,No phone service,33.6,4,0,No,Yes,No,Yes,Bank transfer (automatic),No,No,No,No,No,61,2117.2
No,Month-to-month,2688-BHGOG,No,No,Male,Fiber optic,No,79.55,0,0,No,No,Yes,No,Electronic check,Yes,Yes,No,Yes,No,9,718.55
No,Month-to-month,2692-BUCFV,No,Yes,Male,Fiber optic,No,101.45,0,0,Yes,No,Yes,No,Bank transfer (automatic),Yes,Yes,Yes,Yes,No,29,2948.6
No,Month-to-month,2692-PFYTJ,No,No internet service,Female,No,Yes,25.75,0,0,No internet service,No internet service,Yes,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,1,25.75
No,Month-to-month,2694-CIUMO,No,No,Female,Fiber optic,Yes,79.55,2,0,No,No,Yes,No,Credit card (automatic),Yes,No,No,No,Yes,12,958.25
No,Month-to-month,2697-NQBPF,No,No,Male,Fiber optic,Yes,105.35,1,0,Yes,No,Yes,No,Electronic check,Yes,No,Yes,Yes,Yes,34,3540.65
No,Month-to-month,2700-LUEVA,No,No internet service,Male,No,No,20.75,0,0,No internet service,No internet service,No,No,Credit card (automatic),Yes,No,No internet service,No internet service,No internet service,1,20.75
No,Month-to-month,2709-UQGNP,No,No,Male,DSL,No,51.65,0,0,No,Yes,Yes,No,Mailed check,Yes,No,No,No,No,10,524.5
No,Month-to-month,2712-SYWAY,No,No internet service,Female,No,Yes,25.7,0,0,No internet service,No internet service,Yes,No,Electronic check,Yes,No,No internet service,No internet service,No internet service,1,25.7
No,Month-to-month,2716-GFZOR,No,Yes,Male,Fiber optic,No,86.1,0,0,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,No,No,No,No,43,3551.65
No,Month-to-month,2717-HVIZY,Yes,No internet service,Female,No,No,20.05,0,0,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,8,163.6
No,Month-to-month,2720-FVBQP,Yes,No,Female,DSL,Yes,48.95,0,0,No,No,Yes,Yes,Credit card (automatic),Yes,No,No,No,No,6,273.25
No,Month-to-month,2732-ISEZX,No,No internet service,Female,No,No,20.5,0,0,No internet service,No internet service,Yes,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,5,104.3
No,Month-to-month,2739-CACDQ,No,Yes,Female,Fiber optic,Yes,82.65,3,0,No,No,Yes,No,Credit card (automatic),Yes,Yes,No,No,No,17,1470.05
No,Month-to-month,2739-CCZMB,Yes,No internet service,Male,No,No,20.35,0,0,No internet service,No internet service,No,No,Credit card (automatic),Yes,No,No internet service,No internet service,No internet service,5,122
No,Month-to-month,2740-JFBOK,No,No internet service,Male,No,Yes,24,0,0,No internet service,No internet service,Yes,No,Electronic check,Yes,No,No internet service,No internet service,No internet service,10,226.55
No,Month-to-month,2740-TVLFN,No,No,Male,DSL,Yes,50.15,4,0,No,No,Yes,No,Electronic check,Yes,No,No,No,No,1,50.15
No,Month-to-month,2754-SDJRD,No,No,Female,Fiber optic,Yes,100.15,5,0,No,No,Yes,No,Credit card (automatic),Yes,Yes,Yes,Yes,Yes,8,908.55
No,Month-to-month,2761-XECQW,No,Yes,Male,DSL,No phone service,43.35,0,0,Yes,No,Yes,Yes,Mailed check,No,Yes,No,Yes,No,8,371.4
No,Month-to-month,2770-NSVDG,No,Yes,Male,DSL,No phone service,29.1,0,0,No,No,No,Yes,Electronic check,No,No,No,No,No,24,688
No,Month-to-month,2782-JEEBU,No,No,Male,DSL,No phone service,36,0,0,Yes,No,Yes,No,Mailed check,No,No,No,No,Yes,21,780.15
No,Month-to-month,2782-LFZVW,No,No,Female,DSL,Yes,58.95,0,0,No,No,Yes,No,Mailed check,Yes,No,No,Yes,No,11,601.6
No,Month-to-month,2786-GCDPI,No,Yes,Female,Fiber optic,Yes,104.95,0,0,No,No,Yes,No,Electronic check,Yes,Yes,Yes,Yes,Yes,50,5222.35
No,Month-to-month,2789-HQBOU,No,No,Male,Fiber optic,No,80.35,0,0,No,No,Yes,No,Electronic check,Yes,No,No,Yes,No,3,253.8
No,Month-to-month,2791-SFVEW,No,No internet service,Female,No,No,20.15,0,0,No internet service,No internet service,No,No,Bank transfer (automatic),Yes,No,No internet service,No internet service,No internet service,9,238.15
No,Month-to-month,2792-LSHWX,No,No,Female,Fiber optic,No,83.4,0,0,Yes,Yes,Yes,No,Mailed check,Yes,No,No,No,Yes,1,83.4
No,Month-to-month,2792-VPPET,No,No internet service,Male,No,No,20.5,0,0,No internet service,No internet service,Yes,No,Electronic check,Yes,No,No internet service,No internet service,No internet service,3,76.95
No,Month-to-month,2796-UUZZO,Yes,Yes,Male,Fiber optic,No,80.3,0,0,Yes,No,Yes,Yes,Credit card (automatic),Yes,No,No,No,No,63,4896.35
No,Month-to-month,2799-ARNLO,No,No,Female,Fiber optic,No,69.35,0,0,No,No,Yes,Yes,Electronic check,Yes,Yes,No,No,No,5,341.6
No,Month-to-month,2800-QQUSO,No,No,Male,Fiber optic,Yes,100.3,0,0,No,No,Yes,No,Electronic check,Yes,No,Yes,Yes,Yes,42,4222.95
No,Month-to-month,2800-VEQXM,No,Yes,Female,Fiber optic,No,74.75,0,0,No,No,Yes,No,Mailed check,Yes,No,No,No,No,3,238.1
No,Month-to-month,2801-NISEI,No,No,Male,DSL,No,54.95,0,0,No,Yes,No,No,Electronic check,Yes,No,No,No,Yes,24,1348.5
No,Month-to-month,2809-ZMYOQ,No,Yes,Female,Fiber optic,Yes,101.35,0,0,No,No,Yes,No,Electronic check,Yes,No,Yes,Yes,No,32,3334.9
No,Month-to-month,2811-POVEX,Yes,Yes,Female,Fiber optic,No,88.45,0,0,Yes,No,Yes,Yes,Bank transfer (automatic),Yes,Yes,No,Yes,No,23,2130.55
No,Month-to-month,2812-SFXMJ,Yes,No internet service,Male,No,No,20.05,0,0,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,1,20.05
No,Month-to-month,2823-LKABH,No,Yes,Female,Fiber optic,Yes,95.05,0,0,No,No,Yes,No,Bank transfer (automatic),Yes,No,No,Yes,Yes,18,1679.4
No,Month-to-month,2824-MYYBN,Yes,No,Female,Fiber optic,Yes,95.25,0,0,No,No,Yes,Yes,Electronic check,Yes,No,Yes,Yes,No,37,3314.15
No,Month-to-month,2826-DXLQO,No,No,Male,DSL,No phone service,29.8,0,0,No,Yes,No,Yes,Bank transfer (automatic),No,Yes,No,No,No,7,220.45
No,Month-to-month,2826-UWHIS,No,No,Male,Fiber optic,Yes,81.4,3,2,Yes,No,No,Yes,Bank transfer (automatic),Yes,No,No,No,No,45,3775.85
No,Month-to-month,2828-SLQPF,No,No,Male,DSL,No,45,0,0,No,No,Yes,No,Bank transfer (automatic),Yes,No,No,No,No,19,865.85
No,Month-to-month,2831-EBWRN,No,No,Male,DSL,No,45.9,1,0,No,No,Yes,No,Electronic check,Yes,No,No,No,No,4,199.75
No,Month-to-month,2832-KJCRD,No,Yes,Female,Fiber optic,Yes,103.65,0,1,No,No,Yes,No,Electronic check,Yes,No,Yes,Yes,Yes,38,3988.5
No,Month-to-month,2832-SCUCO,No,No internet service,Female,No,No,19.9,0,0,No internet service,No internet service,No,No,Electronic check,Yes,No,No internet service,No internet service,No internet service,2,57.4
No,Month-to-month,2842-BCQGE,No,No,Male,Fiber optic,Yes,75.35,0,0,No,No,Yes,No,Credit card (automatic),Yes,No,No,No,No,43,3161.4
No,Month-to-month,2843-CQMEG,No,No,Male,DSL,No,49.7,0,0,Yes,No,Yes,No,Mailed check,Yes,No,No,No,No,24,1218.25
No,Month-to-month,2851-MMUTZ,No,No,Female,DSL,No,56.15,4,0,Yes,No,Yes,No,Mailed check,Yes,No,No,No,Yes,27,1439.35
No,Month-to-month,2853-CWQFQ,Yes,No,Male,DSL,No,59.55,0,0,No,No,Yes,No,Mailed check,Yes,No,No,Yes,Yes,1,59.55
No,Month-to-month,2862-PFNIK,Yes,No,Male,DSL,No phone service,24.7,1,0,No,No,Yes,No,Electronic check,No,No,No,No,No,1,24.7
No,Month-to-month,2866-IKBTM,No,No internet service,Female,No,No,19.55,0,0,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,1,19.55
No,Month-to-month,2874-YXVVA,No,Yes,Female,Fiber optic,No,105.1,0,0,Yes,No,Yes,No,Electronic check,Yes,No,Yes,Yes,Yes,34,3634.8
No,Month-to-month,2876-GZYZC,No,No,Female,Fiber optic,Yes,85.95,0,0,No,No,Yes,No,Electronic check,Yes,No,No,Yes,No,13,1215.65
No,Month-to-month,2880-FPNAE,No,Yes,Male,Fiber optic,No,74.2,0,0,No,No,Yes,Yes,Electronic check,Yes,Yes,No,No,No,2,140.1
No,Month-to-month,2882-DDZPG,No,No internet service,Female,No,No,19.45,4,0,No internet service,No internet service,No,No,Bank transfer (automatic),Yes,No,No internet service,No internet service,No internet service,12,227.45
No,Month-to-month,2883-ILGWO,No,No,Male,Fiber optic,Yes,104.9,0,0,Yes,No,Yes,No,Bank transfer (automatic),Yes,Yes,Yes,Yes,Yes,57,5913.95
No,Month-to-month,2887-JPYLU,Yes,No,Female,DSL,No,45.2,0,0,No,No,No,No,Bank transfer (automatic),Yes,No,No,No,No,41,1841.9
No,Month-to-month,2897-DOVND,No,No,Male,Fiber optic,No,69.8,0,0,No,No,Yes,No,Electronic check,Yes,No,No,No,No,2,146.65
No,Month-to-month,2903-YYTBW,Yes,No,Male,DSL,No,44.55,0,0,No,No,No,Yes,Electronic check,Yes,No,No,No,No,1,44.55
No,Month-to-month,2905-KFQUV,No,No,Female,Fiber optic,No,70.4,4,0,No,No,Yes,Yes,Credit card (automatic),Yes,No,No,No,No,2,154.8
No,Month-to-month,2908-ZTPNF,No,No,Female,DSL,No phone service,34.85,0,0,Yes,No,Yes,No,Bank transfer (automatic),No,No,No,No,Yes,36,1267.2
No,Month-to-month,2911-WDXMV,Yes,Yes,Male,Fiber optic,Yes,80.55,3,0,No,No,Yes,No,Credit card (automatic),Yes,No,No,No,No,18,1406.65
No,Month-to-month,2916-BQZLN,No,Yes,Male,Fiber optic,Yes,84.75,0,0,No,Yes,Yes,No,Electronic check,Yes,No,No,No,No,19,1651.95
No,Month-to-month,2920-RNCEZ,Yes,No,Male,Fiber optic,No,69.95,0,0,No,No,Yes,Yes,Credit card (automatic),Yes,No,No,No,No,1,69.95
No,Month-to-month,2921-XWDJH,No,No,Female,Fiber optic,No,83.45,1,0,No,Yes,Yes,Yes,Electronic check,Yes,Yes,No,Yes,No,38,3147.15
No,Month-to-month,2928-HLDBA,No,No internet service,Female,No,No,20.7,0,0,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,6,112.75
No,Month-to-month,2931-FSOHN,No,No,Male,DSL,No,59.9,1,0,Yes,No,Yes,No,Electronic check,Yes,Yes,Yes,No,No,13,788.35
No,Month-to-month,2931-SVLTV,Yes,No,Male,Fiber optic,Yes,110.1,0,0,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,No,Yes,Yes,Yes,40,4469.1
No,Month-to-month,2937-FTHUR,Yes,No,Female,DSL,Yes,64.8,0,1,No,Yes,No,No,Electronic check,Yes,No,No,Yes,No,18,1166.7
No,Month-to-month,2946-KIQSP,No,Yes,Female,DSL,No phone service,33.45,0,0,No,No,Yes,No,Mailed check,No,No,No,No,Yes,35,1175.85
No,Month-to-month,2958-NHPPS,No,No internet service,Male,No,No,20.85,0,0,No internet service,No internet service,No,No,Electronic check,Yes,No,No internet service,No internet service,No internet service,23,473.9
No,Month-to-month,2959-EEXWB,Yes,No,Female,DSL,No phone service,50.9,0,0,No,Yes,Yes,Yes,Bank transfer (automatic),No,No,Yes,Yes,No,45,2333.85
No,Month-to-month,2959-FENLU,No,Yes,Female,Fiber optic,No,85.3,0,0,No,No,Yes,No,Credit card (automatic),Yes,No,No,Yes,No,9,781.4
No,Month-to-month,2960-NKRSO,No,Yes,Male,Fiber optic,No,85.95,2,0,Yes,No,Yes,No,Electronic check,Yes,No,No,No,Yes,24,2107.15
No,Month-to-month,2969-QWUBZ,No,No,Female,DSL,No phone service,51.4,0,0,Yes,No,No,No,Electronic check,No,No,Yes,Yes,No,2,96.8
No,Month-to-month,2971-SGAFL,No,Yes,Female,DSL,Yes,78.75,2,0,No,Yes,Yes,No,Electronic check,Yes,No,Yes,Yes,No,13,995.35
No,Month-to-month,2974-GGUXS,No,No,Female,Fiber optic,Yes,91.95,0,0,Yes,No,Yes,Yes,Credit card (automatic),Yes,Yes,Yes,No,No,36,3301.05
No,Month-to-month,2978-XXSOG,No,No,Female,DSL,Yes,59.05,3,0,No,Yes,Yes,No,Mailed check,Yes,No,No,No,Yes,22,1253.5
No,Month-to-month,2984-AFWNC,No,No,Female,Fiber optic,No,95.4,0,0,Yes,No,No,No,Electronic check,Yes,No,Yes,Yes,No,3,293.15
No,Month-to-month,2985-FMWYF,No,No,Female,Fiber optic,Yes,93.5,0,0,No,No,Yes,No,Electronic check,Yes,No,Yes,Yes,No,23,2341.55
No,Month-to-month,2985-JUUBZ,Yes,Yes,Male,DSL,Yes,74.55,0,0,No,No,Yes,Yes,Electronic check,Yes,No,Yes,Yes,No,40,3015.75
No,Month-to-month,2988-GBIVW,No,No,Female,Fiber optic,Yes,90.85,0,5,No,Yes,Yes,Yes,Electronic check,Yes,Yes,No,Yes,No,70,6470.1
No,Month-to-month,3001-UNBTL,Yes,Yes,Male,Fiber optic,Yes,103.95,2,0,No,No,Yes,Yes,Electronic check,Yes,Yes,Yes,Yes,No,29,2964.8
No,Month-to-month,3002-WQZWT,No,No,Female,Fiber optic,Yes,74.2,0,0,No,No,Yes,No,Electronic check,Yes,No,No,No,No,29,1993.25
No,Month-to-month,3003-CMDUU,No,No,Female,Fiber optic,No,95.15,2,0,No,No,Yes,Yes,Electronic check,Yes,No,Yes,Yes,Yes,25,2395.7
No,Month-to-month,3005-TYFRD,No,Yes,Female,Fiber optic,Yes,103.65,0,0,Yes,No,Yes,Yes,Credit card (automatic),Yes,No,Yes,Yes,No,55,5676.65
No,Month-to-month,3007-FDPEA,No,No internet service,Female,No,No,20.7,0,0,No internet service,No internet service,Yes,No,Bank transfer (automatic),Yes,No,No internet service,No internet service,No internet service,2,39.85
No,Month-to-month,3011-WQKSZ,Yes,No internet service,Male,No,No,20,0,0,No internet service,No internet service,Yes,No,Electronic check,Yes,No,No internet service,No internet service,No internet service,19,377.55
No,Month-to-month,3012-VFFMN,Yes,No internet service,Female,No,No,20.65,0,0,No internet service,No internet service,No,Yes,Mailed check,Yes,No,No internet service,No internet service,No internet service,7,158.95
No,Month-to-month,3014-WJKSM,No,Yes,Male,Fiber optic,No,75.3,0,0,No,No,Yes,Yes,Credit card (automatic),Yes,No,No,No,No,29,2263.4
No,Month-to-month,3016-KSVCP,No,No,Male,DSL,No phone service,33.75,0,0,No,No,No,Yes,Mailed check,No,No,Yes,No,No,29,1009.25
No,Month-to-month,3030-YDNRM,No,No,Male,Fiber optic,Yes,74.85,0,0,No,No,Yes,No,Electronic check,Yes,No,No,No,No,8,572.45
No,Month-to-month,3030-ZKIWL,No,No internet service,Male,No,No,20.05,0,0,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,1,20.05
No,Month-to-month,3038-PQIUY,No,Yes,Female,DSL,Yes,66.15,0,0,Yes,Yes,Yes,No,Bank transfer (automatic),Yes,No,No,No,No,38,2522.4
